#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:02:35      0     84     77      0      0      0      0     12     66 
 17:02:36      0     85     77      0      0      0      0   2425    532 
 17:02:37      0     96     83      0      0      0      0   3565    349 
 17:02:38      0     98     68      0      0      0      0      0      0 
 17:02:39      0     95     47      0      0      0      0     22      0 
 17:02:40      0    100     69      0      0      0      0   1412    135 
 17:02:41      0    100     68      0      0      0      0    876    179 
 17:02:42      0    100     69      0      0      0      0   1571    126 
 17:02:43      0    100     92      0      0      0      0   1074     94 
 17:02:44      0    100     84      0      0      0      0    515     27 
 17:02:45      0    100     83      0      0      0      0     76    635 
 17:02:46      0    100     82      0      0      0      0    727      4 
 17:02:47      0    100     70      0      0      0      0      5     92 
 17:02:48      0    100     77      0      0      0      0    686      7 
 17:02:49      0    100     83      0      0      0      0     22      7 
 17:02:50      0    100     85      0      0      0      0     17      6 
 17:02:51      0     85     42      0      0      0      0     17      5 
 17:02:53      0     85     46      0      0      0      0     14      6 
 17:02:54      0     85     46      0      0      0      0     17     11 
 17:02:55      0     93     63      0      0      0      0     14      4 
 17:02:56      0     94     61      0      0      0      0    594     30 
 17:02:57      0     97     76      0      0      0      0    187      7 
 17:02:58      0    100     72      0      0      0      0   1467    188 
 17:02:59      0    100     70      0      0      0      0   2409    288 
 17:03:00      0    100     68      0      0      0      0   2035    179 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:03:01      0    100     65      0      0      0      0   1626    214 
 17:03:02      0    100     74      0      0      0      0   1273    187 
 17:03:03      0    100     74      0      0      0      0   1247    153 
 17:03:04      0    100     71      0      0      0      0   1305    226 
 17:03:05      0    100     79      0      0      0      0   1365    219 
 17:03:06      0    100     75      0      0      0      0   1504    129 
 17:03:07      0    100     68      0      0      0      0   1359    149 
 17:03:08      0    100     69      0      0      0      0    958    171 
 17:03:09      0    100     77      0      0      0      0   1348    108 
 17:03:11      0    100     78      0      0      0      0   1045    168 
 17:03:12      0    100     78      0      0      0      0   1062     80 
 17:03:13      0    100     75      0      0      0      0    396     26 
 17:03:14      0    100     88      0      0      0      0    292    387 
 17:03:15      0     75     60      0      0      0      0     10      2 
 17:03:16      0     94     82      0      0      0      0   3428    432 
 17:03:17      0     90     79      0      0      0      0   3229    824 
 17:03:18      0     95     61      0      0      0      0   4414    638 
 17:03:19      0     95     61      0      0      0      0   3532    413 
 17:03:20      0     98     62      0      0      0      0   2243   1025 
 17:03:21      0     97     65      0      0      0      0   2617    829 
 17:03:22      0     94     64      0      0      0      0   3018    328 
 17:03:23      0     98     65      0      0      0      0   2461    261 
 17:03:24      0     98     63      0      0      0      0   2126    269 
 17:03:25      0     97     59      0      0      0      0   1929    272 
 17:03:26      0     98     61      0      0      0      0   2062    256 
 17:03:27      0    100     70      0      0      0      0   2211    267 
 17:03:29      0    100     69      0      0      0      0   1991    181 
 17:03:30      0     98     63      0      0      0      0   1895    449 
 17:03:31      0     98     61      0      0      0      0   1777    458 
 17:03:32      0    100     73      0      0      0      0   1543    188 
 17:03:33      0     40     41      0      0      0      0     15      5 
 17:03:34      0     40     14      0      0      0      0      0      0 
 17:03:35      0    100     92      0      0      0      0    689      8 
 17:03:36      0    100     92      0      0      0      0     23      7 
 17:03:37      0     84     59      0      0      0      0     21      6 
 17:03:38      0    100     65      0      0      0      0     18      6 
 17:03:39      0    100     76      0      0      0      0     17      5 
 17:03:40      0    100     83      0      0      0      0     14      6 
 17:03:41      0     80     51      0      0      0      0     16      5 
 17:03:42      0     83     51      0      0      0      0     16      5 
 17:03:43      0     85     44      0      0      0      0     16      5 
 17:03:44      0     90     57      0      0      0      0     15      5 
 17:03:45      0     84     77      0      0      0      0     14      4 
 17:03:47      0     83     75      0      0      0      0     12     83 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:03:48      0     83     64      0      0      0      0   1435    376 
 17:03:49      0     74     41      0      0      0      0   1544    459 
 17:03:50      0     98     68      0      0      0      0   2277   2322 
 17:03:51      0    100     67      0      0      0      0      0      0 
 17:03:52      0    100     76      0      0      0      0     34      3 
 17:03:53      0    100     75      0      0      0      0   1325    131 
 17:03:54      0    100     75      0      0      0      0   1121    191 
 17:03:55      0    100     75      0      0      0      0   1341    178 
 17:03:56      0    100     75      0      0      0      0   1369    134 
 17:03:57      0    100     72      0      0      0      0   1373    143 
 17:03:58      0    100     92      0      0      0      0   1144    119 
 17:03:59      0    100     81      0      0      0      0   1195     87 
 17:04:00      0    100     76      0      0      0      0    715    238 
 17:04:01      0    100     76      0      0      0      0    104     27 
 17:04:02      0    100     87      0      0      0      0     74    136 
 17:04:04      0    100     92      0      0      0      0     78    638 
 17:04:05      0    100     92      0      0      0      0     80    637 
 17:04:06      0    100     80      0      0      0      0     81    626 
 17:04:07      0    100     76      0      0      0      0     84    545 
 17:04:08      0    100     93      0      0      0      0     82    635 
 17:04:09      0    100     92      0      0      0      0    723     39 
 17:04:10      0     76     59      0      0      0      0      7      0 
 17:04:11      0     87     79      0      0      0      0   2179    302 
 17:04:12      0     97     60      0      0      0      0   3576    453 
 17:04:13      0     97     61      0      0      0      0   2495    303 
 17:04:14      0     96     64      0      0      0      0   3447    584 
 17:04:15      0    100     72      0      0      0      0   3006    566 
 17:04:16      0     96     62      0      0      0      0   2746    259 
 17:04:17      0     95     59      0      0      0      0   2331    515 
 17:04:18      0     96     60      0      0      0      0   2802    291 
 17:04:19      0     95     66      0      0      0      0   3057    554 
 17:04:20      0    100     75      0      0      0      0   1951   1087 
 17:04:21      0     95     59      0      0      0      0   2768   1104 
 17:04:23      0     90     56      0      0      0      0   2518   1292 
 17:04:24      0     93     58      0      0      0      0   2945    677 
 17:04:25      0     98     64      0      0      0      0   2659    287 
 17:04:26      0    100     67      0      0      0      0   2029    252 
 17:04:27      0     85     60      0      0      0      0   2165    275 
 17:04:28      0     18      6      0      0      0      0     16      5 
 17:04:29      0     95     42      0      0      0      0      0      0 
 17:04:30      0    100     87      0      0      0      0     72    623 
 17:04:31      0    100     89      0      0      0      0     76    520 
 17:04:32      0    100     92      0      0      0      0     77    631 
 17:04:33      0    100     84      0      0      0      0     80    623 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:04:34      0    100     78      0      0      0      0     83    628 
 17:04:35      0    100     77      0      0      0      0    427    151 
 17:04:36      0    100     85      0      0      0      0     14     82 
 17:04:37      0    100     89      0      0      0      0    193     89 
 17:04:38      0    100     92      0      0      0      0     12     91 
 17:04:39      0    100     84      0      0      0      0    673      7 
 17:04:40      0    100     66      0      0      0      0    679      7 
 17:04:42      0    100     79      0      0      0      0     26      8 
 17:04:43      0    100     85      0      0      0      0     26      7 
 17:04:44      0    100     93      0      0      0      0     21      7 
 17:04:45      0     93     55      0      0      0      0     17      6 
 17:04:46      0     95     60      0      0      0      0   3016   1114 
 17:04:47      0     90     54      0      0      0      0     18      6 
 17:04:48      0      0      0      0      0      0      0      0      0 
 17:04:49      0      0      0      0      0      0      0      0      0 
 17:04:50      0      0      0      0      0      0      0      0      0 
 17:04:51      0      0      0      0      0      0      0      0      0 
 17:04:52      0      0      0      0      0      0      0      0      0 
 17:04:53      0      0      0      0      0      0      0      0      0 
 17:04:54      0      0      0      0      0      0      0      0      0 
 17:04:55      0      0      0      0      0      0      0      0      0 
 17:04:56      0      0      0      0      0      0      0      0      0 
 17:04:57      0      0      0      0      0      0      0      0      0 
 17:04:58      0      0      0      0      0      0      0      0      0 
 17:05:00      0      0      0      0      0      0      0      0      0 
 17:05:01      0      0      0      0      0      0      0      0      0 
 17:05:02      0      0      0      0      0      0      0      0      0 
 17:05:03      0      0      0      0      0      0      0      0      0 
 17:05:04      0      0      0      0      0      0      0      0      0 
 17:05:05      0      0      0      0      0      0      0      0      0 
 17:05:06      0      0      0      0      0      0      0      0      0 
 17:05:07      0      0      0      0      0      0      0      0      0 
 17:05:08      0      0      0      0      0      0      0      0      0 
 17:05:09      0      0      0      0      0      0      0      0      0 
 17:05:10      0      0      0      0      0      0      0      0      0 
 17:05:11      0      0      0
