#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:03:08      0     95     56      0      0      0      0   2034    282 
 17:03:09      0     96     60      0      0      0      0   2520    253 
 17:03:10      0    100     65      0      0      0      0   2030    278 
 17:03:11      0     98     61      0      0      0      0   2169    251 
 17:03:12      0     98     61      0      0      0      0   2041    262 
 17:03:13      0     98     61      0      0      0      0   1865    947 
 17:03:14      0     20      8      0      0      0      0     14      3 
 17:03:15      0      0      0      0      0      0      0    682      8 
 17:03:17      0    100     79      0      0      0      0     24      8 
 17:03:18      0    100     83      0      0      0      0     15      7 
 17:03:19      0    100     91      0      0      0      0     21      6 
 17:03:20      0     81     65      0      0      0      0     18      5 
 17:03:21      0     84     66      0      0      0      0     16      5 
 17:03:22      0     85     63      0      0      0      0     14      6 
 17:03:23      0     92     76      0      0      0      0     17      6 
 17:03:24      0     86     74      0      0      0      0     15      4 
 17:03:25      0     84     57      0      0      0      0     14      4 
 17:03:26      0     87     58      0      0      0      0     16      5 
 17:03:27      0     84     61      0      0      0      0     14      4 
 17:03:28      0     86     83      0      0      0      0     13     11 
 17:03:29      0     87     76      0      0      0      0     14      4 
 17:03:30      0     87     64      0      0      0      0     14     23 
 17:03:31      0     95     60      0      0      0      0    152    575 
 17:03:32      0     95     62      0      0      0      0      0      0 
 17:03:33      0    100     72      0      0      0      0    191      6 
 17:03:35      0    100     71      0      0      0      0   1491    177 
 17:03:36      0    100     70      0      0      0      0    929    186 
 17:03:37      0    100     68      0      0      0      0   1541    167 
 17:03:38      0    100     74      0      0      0      0   1418    149 
 17:03:39      0    100     71      0      0      0      0   1726    114 
 17:03:40      0    100     67      0      0      0      0    738    213 
 17:03:41      0    100     63      0      0      0      0    803    214 
 17:03:42      0    100     82      0      0      0      0   1258    122 
 17:03:43      0    100     77      0      0      0      0   1036    182 
 17:03:44      0    100     78      0      0      0      0   1276    189 
 17:03:45      0    100     74      0      0      0      0   1329    134 
 17:03:46      0    100     85      0      0      0      0   1000    856 
 17:03:47      0    100     89      0      0      0      0   1268      3 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:03:48      0    100     88      0      0      0      0      8     94 
 17:03:49      0    100     80      0      0      0      0    723      7 
 17:03:50      0     97     78      0      0      0      0     19    335 
 17:03:52      0    100     64      0      0      0      0     22      7 
 17:03:53      0     96     58      0      0      0      0   2608   1529 
 17:03:54      0     96     60      0      0      0      0   3079    332 
 17:03:55      0    100     61      0      0      0      0   2380    304 
 17:03:56      0     98     61      0      0      0      0   1999    242 
 17:03:57      0     98     59      0      0      0      0   1905    268 
 17:03:58      0     98     57      0      0      0      0   2122    260 
 17:03:59      0     98     58      0      0      0      0   2028    243 
 17:04:00      0    100     65      0      0      0      0   1998    263 
 17:04:01      0    100     64      0      0      0      0   1909    261 
 17:04:02      0     97     59      0      0      0      0   1895    233 
 17:04:03      0     97     60      0      0      0      0   1285    715 
 17:04:04      0    100     69      0      0      0      0   1859    676 
 17:04:05      0    100     66      0      0      0      0   1919    607 
 17:04:06      0    100     64      0      0      0      0   1455    722 
 17:04:07      0     98     60      0      0      0      0   1461   1456 
 17:04:08      0    100     66      0      0      0      0   2134    856 
 17:04:09      0     71     61      0      0      0      0     14      4 
 17:04:11      0     12      1      0      0      0      0     21      8 
 17:04:12      0    100     83      0      0      0      0     20      6 
 17:04:13      0    100     59      0      0      0      0     19      6 
 17:04:14      0     82     58      0      0      0      0     16      7 
 17:04:15      0     95     76      0      0      0      0     18      6 
 17:04:16      0    100     80      0      0      0      0     19      5 
 17:04:17      0    100     82      0      0      0      0     17      6 
 17:04:18      0     81     65      0      0      0      0     19      6 
 17:04:19      0     88     63      0      0      0      0     16      5 
 17:04:20      0     98     76      0      0      0      0     15      5 
 17:04:21      0    100     81      0      0      0      0     13      6 
 17:04:22      0     86     59      0      0      0      0     16      5 
 17:04:23      0     81     60      0      0      0      0     16      5 
 17:04:24      0     83     61      0      0      0      0     16      5 
 17:04:25      0     89     68      0      0      0      0     16      5 
 17:04:26      0     96     76      0      0      0      0     14     10 
 17:04:28      0     95     59      0      0      0      0   1599     17 
 17:04:29      0     77     57      0      0      0      0     10     23 
 17:04:30      0     97     59      0      0      0      0   2044    946 
 17:04:31      0    100     71      0      0      0      0   2142   1287 
 17:04:32      0    100     70      0      0      0      0   3133    300 
 17:04:33      0    100     66      0      0      0      0   2581    229 
 17:04:34      0    100     68      0      0      0      0   1857    164 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:04:35      0    100     64      0      0      0      0   1368    195 
 17:04:36      0    100     66      0      0      0      0   1241    145 
 17:04:37      0    100     70      0      0      0      0   1397    143 
 17:04:38      0    100     68      0      0      0      0   1411    170 
 17:04:39      0    100     67      0      0      0      0   1260    169 
 17:04:40      0    100     71      0      0      0      0   1302    162 
 17:04:41      0    100     65      0      0      0      0   1237    211 
 17:04:42      0    100     64      0      0      0      0   1785    115 
 17:04:43      0    100     70      0      0      0      0   1605    131 
 17:04:44      0    100     75      0      0      0      0    770    179 
 17:04:46      0    100     75      0      0      0      0   1423    125 
 17:04:47      0     80     46      0      0      0      0     15      5 
 17:04:48      0     77     15      0      0      0      0      0      0 
 17:04:49      0      0      0      0      0      0      0      0      0 
 17:04:50      0      0      0      0      0      0      0      0      0 
 17:04:51      0      0      0      0      0      0      0      0      0 
 17:04:52      0      0      0      0      0      0      0      0      0 
 17:04:53      0      0      0      0      0      0      0      0      0 
 17:04:54      0      0      0      0      0      0      0      0      0 
 17:04:55      0      0      0      0      0      0      0      0      0 
 17:04:56      0      0      0      0      0      0      0      0      0 
 17:04:57      0      0      0      0      0      0      0      0      0 
 17:04:58      0      0      0      0      0      0      0      0      0 
 17:04:59      0      0      0      0      0      0      0      0      0 
 17:05:00      0      0      0      0      0      0      0      0      0 
 17:05:01      0      0      0      0      0      0      0      0      0 
 17:05:02      0      0      0      0      0      0      0      0      0 
 17:05:04      0      0      0      0      0      0      0      0      0 
 17:05:05      0      0      0      0      0      0      0      0      0 
 17:05:06      0      0      0      0      0      0      0      0      0 
 17:05:07      0      0      0      0      0      0      0      0      0 
 17:05:08      0      0      0      0      0      0      0      0      0 
 17:05:09      0      0      0      0      0      0      0      0      0 
 17:05:10      0      0      0      0      0      0      0      0      0 
 17:05:11      0      0      0      0      0      0      0      0      0 
 17:05:12      0      0      0
