#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:22:59      0     77     16      0      0      0      0    686      9 
 16:23:00      0     67     21      0      0      0      0    114     10 
 16:23:01      0     65     15      0      0      0      0     43    189 
 16:23:02      0     31     24      0      0      0      0     56      8 
 16:23:03      0     80     12      0      0      0      0      0    227 
 16:23:04      0     68     18      0      0      0      0   1084    303 
 16:23:06      0     68     18      0      0      0      0     59   1756 
 16:23:07      0     68     15      0      0      0      0    422      9 
 16:23:08      0     68     20      0      0      0      0    888      1 
 16:23:09      0     68     23      0      0      0      0    782   2136 
 16:23:10      0     69     18      0      0      0      0    793      7 
 16:23:11      0     68     20      0      0      0      0     16     13 
 16:23:12      0     69     18      0      0      0      0    704      2 
 16:23:13      0     80     17      0      0      0      0     59   1615 
 16:23:14      0     68     18      0      0      0      0   2866   1058 
 16:23:15      0     67     16      0      0      0      0   1731   1985 
 16:23:16      0     56     13      0      0      0      0   1263      0 
 16:23:17      0     83     11      0      0      0      0    453      0 
 16:23:18      0     50     16      0      0      0      0     49    251 
 16:23:19      0     69     18      0      0      0      0     59   1163 
 16:23:20      0     58     21      0      0      0      0    852    539 
 16:23:21      0     84     11      0      0      0      0    917   1622 
 16:23:22      0     65     20      0      0      0      0     60   2771 
 16:23:23      0     70     11      0      0      0      0     27     12 
 16:23:24      0     68     23      0      0      0      0    988      3 
 16:23:26      0     68     18      0      0      0      0     47    233 
 16:23:27      0     57     18      0      0      0      0   1957   1006 
 16:23:28      0     69     16      0      0      0      0    783      4 
 16:23:29      0     67     19      0      0      0      0    711      9 
 16:23:30      0     31     24      0      0      0      0     57      8 
 16:23:31      0     74      9      0      0      0      0     62   2394 
 16:23:32      0     51     18      0      0      0      0      4     13 
 16:23:33      0     59     21      0      0      0      0     60   1751 
 16:23:34      0     58     18      0      0      0      0     42    847 
 16:23:35      0     69     16      0      0      0      0    408   1423 
 16:23:36      0     69     20      0      0      0      0   1421   1121 
 16:23:37      0     69     18      0      0      0      0   1852   1360 
 16:23:38      0     67     23      0      0      0      0   1084   1122 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:23:39      0     68     18      0      0      0      0     13     13 
 16:23:40      0     70     20      0      0      0      0     46    231 
 16:23:41      0     78     13      0      0      0      0     89   2473 
 16:23:42      0     70     18      0      0      0      0   2001    747 
 16:23:43      0     70     16      0      0      0      0   1009   1016 
 16:23:44      0     69     21      0      0      0      0    746      9 
 16:23:46      0     68     18      0      0      0      0      1    219 
 16:23:47      0     67     18      0      0      0      0    173   1645 
 16:23:48      0     82     12      0      0      0      0     93    244 
 16:23:49      0     69     18      0      0      0      0    610    739 
 16:23:50      0     70     15      0      0      0      0    709      9 
 16:23:51      0     69     20      0      0      0      0    668     32 
 16:23:52      0     68     16      0      0      0      0    184     11 
 16:23:53      0     58     19      0      0      0      0    777      5 
 16:23:54      0     55     11      0      0      0      0    836   1272 
 16:23:55      0     69     17      0      0      0      0   1005      0 
 16:23:56      0     69     18      0      0      0      0   1144    753 
 16:23:57      0     83     15      0      0      0      0     56      8 
 16:23:58      0     31     24      0      0      0      0   1350   1794 
 16:23:59      0     69     18      0      0      0      0    966   1460 
 16:24:00      0     59     21      0      0      0      0     53   2681 
 16:24:01      0     67     20      0      0      0      0   1586   1701 
 16:24:02      0     61     21      0      0      0      0     49   1907 
 16:24:03      0     68     20      0      0      0      0    365    195 
 16:24:05      0     63     18      0      0      0      0     14     13 
 16:24:06      0     66     20      0      0      0      0   1348   2223 
 16:24:07      0     58     18      0      0      0      0      3    203 
 16:24:08      0     68     18      0      0      0      0    125   1020 
 16:24:09      0     61     21      0      0      0      0    361      1 
 16:24:10      0     68     19      0      0      0      0    680   1565 
 16:24:11      0     69     20      0      0      0      0    430      5 
 16:24:12      0     65     16      0      0      0      0     19     13 
 16:24:13      0     69     18      0      0      0      0     61   1891 
 16:24:14      0     51     16      0      0      0      0   3154    801 
 16:24:15      0     64     22      0      0      0      0    541      0 
 16:24:16      0     67     21      0      0      0      0    497      0 
 16:24:17      0     69     20      0      0      0      0     61   2528 
 16:24:18      0     69     21      0      0      0      0     13     13 
 16:24:19      0     67     20      0      0      0      0   1174   2180 
 16:24:20      0     60     21      0      0      0      0   1203   1373 
 16:24:21      0     70     20      0      0      0      0     13     11 
 16:24:22      0     78     11      0      0      0      0     85   1366 
 16:24:24      0     68     18      0      0      0      0    984   2155 
 16:24:25      0     43     21      0      0      0      0     56      8 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:24:26      0     30     20      0      0      0      0     19   1387 
 16:24:27      0     67     19      0      0      0      0   1399   1686 
 16:24:28      0     67      9      0      0      0      0   1324     31 
 16:24:29      0     70     20      0      0      0      0    111   1924 
 16:24:30      0     69     18      0      0      0      0   3146    822 
 16:24:31      0     69     18      0      0      0      0    792    118 
 16:24:32      0     63     18      0      0      0      0     42    248 
 16:24:33      0     68     18      0      0      0      0    692      0 
 16:24:34      0     63     18      0      0      0      0    898     16 
 16:24:35      0     67     18      0      0      0      0    438    805 
 16:24:36      0     75     16      0      0      0      0     61   1254 
 16:24:37      0     69     18      0      0      0      0   1075    575 
 16:24:38      0     68     18      0      0      0      0     89   1465 
 16:24:39      0     66     11      0      0      0      0    707      0 
 16:24:40      0     66     20      0      0      0      0     59   2649 
 16:24:41      0     69      9      0      0      0      0   2229   1690 
 16:24:42      0     68     19      0      0      0      0    994   2500 
 16:24:44      0     68     18      0      0      0      0   1944   1118 
 16:24:45      0     69     20      0      0      0      0      0    206 
 16:24:46      0     69     16      0      0      0      0     42    313 
 16:24:47      0     69     16      0      0      0      0   1529    241 
 16:24:48      0     69     16      0      0      0      0     16     13 
 16:24:49      0     63     22      0      0      0      0   1551    836 
 16:24:50      0     73     11      0      0      0      0    773      4 
 16:24:51      0     67     18      0      0      0      0   2833    863 
 16:24:52      0     70     18      0      0      0      0   2838    997 
 16:24:53      0     60     17      0      0      0      0     56      8 
 16:24:54      0     64     14      0      0      0      0   1326   2011 
 16:24:55      0     58     18      0      0      0      0    251   2454 
 16:24:56      0     65     22      0      0      0      0    769      8 
 16:24:57      0     75     18      0      0      0      0    683   1565 
 16:24:58      0     68     18      0      0      0      0    605    685 
 16:24:59      0     83     13      0      0      0      0   1006    792 
 16:25:00      0     68     19      0      0      0      0    193      0 
 16:25:01      0     60     20      0      0      0      0    388      9 
 16:25:03      0     69     20      0      0      0      0     44   1104 
 16:25:04      0     68     23      0      0      0      0    590   1612 
 16:25:05      0     65     21      0      0      0      0   1032    755 
 16:25:06      0     61     20      0      0      0      0    623   1193 
 16:25:07      0     55     13      0      0      0      0   2498    789 
 16:25:08      0     67     20      0      0      0      0   3658     29 
 16:25:09      0     63     15      0      0      0      0     25     11 
 16:25:10      0     64     18      0      0      0      0    983     15 
 16:25:11      0     67     21      0      0      0      0    263     12 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:25:12      0     63     18      0      0      0      0   2636    925 
 16:25:13      0     68     20      0      0      0      0     36   2080 
 16:25:14      0     68     16      0      0      0      0    910      9 
 16:25:15      0     66     10      0      0      0      0     11     13 
 16:25:16      0     69     18      0      0      0      0     47   1344 
 16:25:17      0     69     18      0      0      0      0   1435   1743 
 16:25:18      0     68     18      0      0      0      0     42    190 
 16:25:19      0     72     12      0      0      0      0    981    873 
 16:25:20      0     59     18      0      0      0      0   3138    669 
 16:25:22      0     28     21      0      0      0      0     56      8 
 16:25:23      0     62     21      0      0      0      0   2543   1373 
 16:25:24      0     66     18      0      0      0      0    122     11 
 16:25:25      0     73     11      0      0      0      0   2769   1118 
 16:25:26      0     67     21      0      0      0      0     62   2144 
 16:25:27      0     78     12      0      0      0      0    441   2574 
 16:25:28      0     73     18      0      0      0      0   2636    867 
 16:25:29      0     74     11      0      0      0      0      9     13 
 16:25:30      0     68     20      0      0      0      0   3153    854 
 16:25:31      0     68     18      0      0      0      0    925     46 
 16:25:32      0     58     16      0      0      0      0   1111   1698 
 16:25:33      0     69     18      0      0      0      0     11     13 
 16:25:34      0     66     18      0      0      0      0   2916   1003 
 16:25:35      0     85     13      0      0      0      0    799      0 
 16:25:36      0     53     18      0      0      0      0      0    226 
 16:25:37      0     68     18      0      0      0      0      7     13 
 16:25:38      0     63     18      0      0      0      0      9      2 
 16:25:39      0     69     22      0      0      0      0    212    118 
 16:25:41      0     71     18      0      0      0      0      0    280 
 16:25:42      0     70     16      0      0      0      0   2758   1125 
 16:25:43      0     70     18      0      0      0      0      8     14 
 16:25:44      0     68     20      0      0      0      0    702    762 
 16:25:45      0     67     18      0      0      0      0   3171    812 
 16:25:46      0     66     20      0      0      0      0    605    726 
 16:25:47      0     70     10      0      0      0      0   3183    788 
 16:25:48      0     64     19      0      0      0      0    347      0 
 16:25:49      0     86     16      0      0      0      0     56      8 
 16:25:50      0     32     25      0      0      0      0      8    955 
 16:25:51      0     60     18      0      0      0      0    866     31 
 16:25:52      0     58     18      0      0      0      0   1092     38 
 16:25:53      0     70     18      0      0      0      0    981    275 
 16:25:54      0     67     18      0      0      0      0    909    594 
 16:25:55      0     66     19      0      0      0      0     50    485 
 16:25:56      0     68     20      0      0      0      0    652   2534 
 16:25:57      0     73     18      0      0      0      0      0    224 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:25:58      0     68     17      0      0      0      0      0    219 
 16:26:00      0     68     16      0      0      0      0    844      9 
 16:26:01      0     66     19      0      0      0      0   1007    401 
 16:26:02      0     66     19      0      0      0      0   1266   1867 
 16:26:03      0     69     18      0      0      0      0    218      0 
 16:26:04      0     59     16      0      0      0      0    681     10 
 16:26:05      0     71     18      0      0      0      0     61   1907 
 16:26:06      0     62     20      0      0      0      0    967    567 
 16:26:07      0     66     16      0      0      0      0    925    174 
 16:26:08      0     68     18      0      0      0      0   2298   1270 
 16:26:09      0     67     18      0      0      0      0   2547   1121 
 16:26:10      0     69     18      0      0      0      0     15     12 
 16:26:11      0     69     18      0      0      0      0   2183    850 
 16:26:12      0     66     18      0      0      0      0     62   2779 
 16:26:13      0     64     18      0      0      0      0     18     13 
 16:26:14      0     66     18      0      0      0      0   1539    861 
 16:26:15      0     68     18      0      0      0      0   3214    719 
 16:26:16      0     68     16      0      0      0      0    627    575 
 16:26:17      0     67     14      0      0      0      0     56      8 
 16:26:18      0     20      7      0      0      0      0      0      0 
 16:26:20      0      0      0      0      0      0      0      0   1698 
 16:26:21      0      0      0      0      0      0      0      0      0 
 16:26:22      0      0      0      0      0      0      0      0      0 
 16:26:23      0      0      0      0      0      0      0      0      0 
 16:26:24      0      0      0      0      0      0      0      0      0 
 16:26:25      0      0      0      0      0      0      0      0      0 
 16:26:26      0      0      0      0      0      0      0      0      0 
 16:26:27      0      0      0      0      0      0      0      0      0 
 16:26:28      0      0      0      0      0      0      0      0      0 
 16:26:29      0      0      0      0      0      0      0      0      0 
 16:26:30      0      0      0      0      0      0      0      0      0 
 16:26:31      0      0      0      0      0      0      0      0      0 
 16:26:32      0      0      0      0      0      0      0      0      0 
 16:26:33      0      0      0      0      0      0      0      0      0 
 16:26:34      0      0      0      0      0      0      0      0      0 
 16:26:35      0      0      0      0      0      0      0      0      0 
 16:26:36      0      0      0      0      0      0      0      0      0 
 16:26:38      0      0      0      0      0      0      0      0      0 
 16:26:39      0      0      0      0      0      0      0      0      0 
 16:26:40      0      0      0      0      0      0      0      0      0 
 16:26:41      0      0      0      0      0      0      0      0      0 
 16:26:42      0      0      0      0      0      0      0      0      0 
 16:26:43      0      0      0      0      0      0      0      0      0 
 16:26:44      0      0      0      0      0      0      0      0      0 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:26:45      0      0      0      0      0      0      0      0      0 
 16:26:46      0      0      0      0      0      0      0      0      0 
 16:26:47      0      0      0      0      0      0      0      0      0 
 16:26:48      0      0      0      0      0      0      0      0      0 
 16:26:49      0      0      0      0      0      0      0      0      0 
 16:26:50      0      0      0      0      0      0      0      0      0 
 16:26:51      0      0      0      0      0      0      0      0      0 
 16:26:52      0      0      0      0      0      0      0      0      0 
 16:26:5
