"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t02",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_deepspeed_stage_2_batch1024_nodes3/dstat_r1t02.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 17:12:33 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
0.0,0.0,15701012480.0,2138112.0,5856083968.0,5.19228112896e+11,3232.0,9272.0,60.0,0.0,04-04 17:13:12
0.0,4.0,15705759744.0,2138112.0,5857624064.0,5.19221825536e+11,3356.0,6952.0,60.0,0.0,04-04 17:13:13
0.0,0.0,15708495872.0,2138112.0,5869174784.0,5.19207538688e+11,3356.0,8652.0,120.0,0.0,04-04 17:13:14
0.0,0.0,15708078080.0,2138112.0,5869944832.0,5.19207186432e+11,4244.0,13364.0,60.0,0.0,04-04 17:13:15
0.0,0.0,15710306304.0,2138112.0,5869944832.0,5.19204958208e+11,1792.0,7004.0,3476.0,3006.0,04-04 17:13:16
0.0,0.0,15710392320.0,2138112.0,5879185408.0,5.19195631616e+11,3576.0,13644.0,0.0,0.0,04-04 17:13:17
0.0,2708.0,15710662656.0,2138112.0,5879185408.0,5.1919536128e+11,3232.0,14928.0,0.0,0.0,04-04 17:13:18
0.0,0.0,15712661504.0,2138112.0,5887655936.0,5.19184891904e+11,3712.0,16920.0,0.0,0.0,04-04 17:13:19
0.0,0.0,15715409920.0,2138112.0,5887655936.0,5.19182143488e+11,4472.0,19272.0,60.0,0.0,04-04 17:13:20
0.0,0.0,15715872768.0,2138112.0,5887655936.0,5.1918168064e+11,4584.0,21156.0,3536.0,3006.0,04-04 17:13:21
0.0,12.0,15724322816.0,2138112.0,5901516800.0,5.19159369728e+11,4316.0,22596.0,303.0,0.0,04-04 17:13:22
0.0,0.0,15726403584.0,2138112.0,5901516800.0,5.1915728896e+11,2520.0,13220.0,0.0,0.0,04-04 17:13:23
0.0,0.0,15724691456.0,2138112.0,5914607616.0,5.19145910272e+11,5344.0,36572.0,60.0,0.0,04-04 17:13:24
0.0,0.0,15728488448.0,2138112.0,5909987328.0,5.19146733568e+11,3264.0,22960.0,0.0,90.0,04-04 17:13:25
0.0,16.0,15730663424.0,2138112.0,5840683008.0,5.19213862912e+11,9728.0,118388.0,3476.0,3006.0,04-04 17:13:26
0.0,0.0,15730839552.0,2138112.0,5840683008.0,5.19213686784e+11,3644.0,13988.0,0.0,0.0,04-04 17:13:27
0.0,984.0,15732903936.0,2138112.0,5849153536.0,5.19203151872e+11,3232.0,7220.0,0.0,0.0,04-04 17:13:28
0.0,0.0,15740686336.0,2138112.0,5854543872.0,5.19189979136e+11,2108.0,5716.0,303.0,0.0,04-04 17:13:29
0.0,0.0,15739736064.0,2138112.0,5855313920.0,5.1919015936e+11,3452.0,9980.0,0.0,0.0,04-04 17:13:30
0.0,0.0,15758675968.0,2138112.0,5872254976.0,5.191542784e+11,6560.0,29952.0,3476.0,3006.0,04-04 17:13:31
0.0,0.0,15757541376.0,2138112.0,5873025024.0,5.19154642944e+11,3452.0,13396.0,60.0,0.0,04-04 17:13:32
0.0,1483.0,15758942208.0,2138112.0,5873025024.0,5.19153242112e+11,3452.0,14976.0,120.0,0.0,04-04 17:13:33
0.0,0.0,15759118336.0,2138112.0,5893816320.0,5.19132274688e+11,4268.0,17440.0,0.0,0.0,04-04 17:13:34
0.0,0.0,15761293312.0,2138112.0,5883035648.0,5.19140880384e+11,5116.0,24396.0,60.0,0.0,04-04 17:13:35
0.0,12.0,15763955712.0,2138112.0,5883035648.0,5.19138217984e+11,2820.0,12304.0,3476.0,3006.0,04-04 17:13:36
0.0,0.0,15763898368.0,2138112.0,5892276224.0,5.19129034752e+11,3808.0,21772.0,90.0,90.0,04-04 17:13:37
0.0,0.0,15766401024.0,2138112.0,5892276224.0,5.19126532096e+11,4028.0,23660.0,0.0,4550.0,04-04 17:13:38
0.0,0.0,15766298624.0,2138112.0,5893046272.0,5.19125864448e+11,4248.0,25536.0,303.0,0.0,04-04 17:13:39
0.0,0.0,15775158272.0,2138112.0,5906137088.0,5.19103913984e+11,4232.0,27184.0,0.0,0.0,04-04 17:13:40
0.0,0.0,15775064064.0,2138112.0,5906907136.0,5.19103238144e+11,4908.0,29592.0,3476.0,3006.0,04-04 17:13:41
0.0,0.0,15774322688.0,2138112.0,5915377664.0,5.19095508992e+11,3836.0,22348.0,150.0,132.0,04-04 17:13:42
0.0,0.0,15775305728.0,2138112.0,5918457856.0,5.1909144576e+11,1888.0,4956.0,0.0,0.0,04-04 17:13:43
0.0,0.0,15778172928.0,2138112.0,5916147712.0,5.19090888704e+11,5692.0,13172.0,0.0,0.0,04-04 17:13:44
0.0,0.0,15779905536.0,2138112.0,5924618240.0,5.19080685568e+11,1888.0,6968.0,0.0,90.0,04-04 17:13:45
0.0,0.0,15786967040.0,2138112.0,5928468480.0,5.19069773824e+11,3664.0,12264.0,3476.0,3006.0,04-04 17:13:46
0.0,0.0,15788183552.0,2138112.0,5929238528.0,5.19067787264e+11,3452.0,13792.0,120.0,42.0,04-04 17:13:47
0.0,0.0,15788896256.0,2138112.0,5936939008.0,5.1905937408e+11,3232.0,15212.0,60.0,0.0,04-04 17:13:48
0.0,0.0,15790747648.0,2138112.0,5937709056.0,5.1905675264e+11,2108.0,10156.0,60.0,0.0,04-04 17:13:49
0.0,0.0,15791509504.0,2138112.0,5937709056.0,5.19055990784e+11,3264.0,14800.0,0.0,0.0,04-04 17:13:50
0.0,0.0,15790952448.0,2138112.0,5946179584.0,5.19048077312e+11,4248.0,20260.0,3476.0,3006.0,04-04 17:13:51
0.0,9.0,15794200576.0,2138112.0,5947719680.0,5.19043289088e+11,4248.0,21972.0,0.0,0.0,04-04 17:13:52
0.0,0.0,15794434048.0,2138112.0,5947719680.0,5.19043055616e+11,5652.0,34052.0,0.0,0.0,04-04 17:13:53
0.0,0.0,15795912704.0,2138112.0,5955420160.0,5.1903387648e+11,3484.0,22100.0,60.0,0.0,04-04 17:13:54
0.0,0.0,15794769920.0,2138112.0,5956190208.0,5.19034249216e+11,4028.0,27420.0,0.0,0.0,04-04 17:13:55
0.0,0.0,15797907456.0,2138112.0,5956190208.0,5.1903111168e+11,5024.0,105704.0,3536.0,3006.0,04-04 17:13:56
0.0,0.0,15809257472.0,2138112.0,5973131264.0,5.19002820608e+11,2616.0,17432.0,180.0,0.0,04-04 17:13:57
0.0,101.0,15810056192.0,2138112.0,5974671360.0,5.19000481792e+11,3644.0,15100.0,303.0,0.0,04-04 17:13:58
0.0,46.0,15811833856.0,2138112.0,5975441408.0,5.1899793408e+11,3452.0,8504.0,0.0,2840.0,04-04 17:13:59
0.0,0.0,15813738496.0,2138112.0,5983911936.0,5.18987558912e+11,3664.0,10388.0,120.0,0.0,04-04 17:14:00
0.0,0.0,15815192576.0,2138112.0,5984681984.0,5.18985334784e+11,3452.0,11920.0,3476.0,3006.0,04-04 17:14:01
0.0,0.0,15817732096.0,2138112.0,5984681984.0,5.18982795264e+11,3216.0,13572.0,60.0,0.0,04-04 17:14:02
0.0,0.0,15817146368.0,2138112.0,6006243328.0,5.18961819648e+11,3688.0,15392.0,0.0,0.0,04-04 17:14:03
0.0,0.0,15817064448.0,2138112.0,5995462656.0,5.1897268224e+11,2784.0,14488.0,60.0,42.0,04-04 17:14:04
0.0,0.0,15819042816.0,2138112.0,6003933184.0,5.18962233344e+11,4468.0,19124.0,303.0,292.0,04-04 17:14:05
0.0,11.0,15830310912.0,2138112.0,6013173760.0,5.18941724672e+11,4240.0,20656.0,3476.0,3006.0,04-04 17:14:06
0.0,0.0,15829340160.0,2138112.0,6018564096.0,5.18937305088e+11,3808.0,22008.0,60.0,0.0,04-04 17:14:07
0.0,15.0,15831318528.0,2138112.0,6022414336.0,5.1893147648e+11,4028.0,23836.0,60.0,0.0,04-04 17:14:08
0.0,192.0,15832010752.0,2138112.0,6023184384.0,5.18930014208e+11,2396.0,14780.0,0.0,0.0,04-04 17:14:09
0.0,0.0,15834804224.0,2138112.0,6023184384.0,5.18927220736e+11,4028.0,26496.0,0.0,0.0,04-04 17:14:10
0.0,0.0,15834804224.0,2138112.0,6031654912.0,5.18918750208e+11,3808.0,27940.0,3476.0,3006.0,04-04 17:14:11
0.0,0.0,15834800128.0,2138112.0,6032424960.0,5.18917984256e+11,4248.0,30268.0,303.0,0.0,04-04 17:14:12
0.0,0.0,15835209728.0,2138112.0,6044745728.0,5.18905253888e+11,3616.0,23468.0,0.0,0.0,04-04 17:14:13
0.0,1.0,15837544448.0,2138112.0,6040895488.0,5.18906769408e+11,2784.0,7476.0,60.0,0.0,04-04 17:14:14
0.0,0.0,15845773312.0,2138112.0,6045515776.0,5.18893920256e+11,3672.0,10156.0,0.0,2424.0,04-04 17:14:15
0.0,0.0,15848861696.0,2138112.0,6045515776.0,5.18890831872e+11,3232.0,11548.0,3536.0,3006.0,04-04 17:14:16
0.0,0.0,15848841216.0,2138112.0,6054756352.0,5.18881611776e+11,3232.0,13292.0,0.0,0.0,04-04 17:14:17
0.0,0.0,15849541632.0,2138112.0,6054756352.0,5.1888091136e+11,3672.0,15324.0,0.0,3922.0,04-04 17:14:18
0.0,0.0,15853109248.0,2138112.0,6054756352.0,5.18877343744e+11,3444.0,16884.0,60.0,0.0,04-04 17:14:19
0.0,0.0,15853035520.0,2138112.0,6063996928.0,5.18868176896e+11,3712.0,18796.0,120.0,0.0,04-04 17:14:20
0.0,0.0,15853187072.0,2138112.0,6063996928.0,5.18868025344e+11,2616.0,12828.0,3536.0,3006.0,04-04 17:14:21
0.0,2.0,15852081152.0,2138112.0,6067847168.0,5.18865281024e+11,4468.0,22076.0,303.0,0.0,04-04 17:14:22
0.0,0.0,15856070656.0,2138112.0,6075547648.0,5.1885359104e+11,3808.0,23288.0,60.0,0.0,04-04 17:14:23
0.0,0.0,15863631872.0,2138112.0,6076317696.0,5.18845259776e+11,5116.0,32224.0,60.0,0.0,04-04 17:14:24
0.0,0.0,15862452224.0,2138112.0,6077857792.0,5.18844899328e+11,3932.0,23264.0,0.0,90.0,04-04 17:14:25
0.0,0.0,15866093568.0,2138112.0,6085558272.0,5.18833557504e+11,5580.0,110188.0,3476.0,3006.0,04-04 17:14:26
0.0,0.0,15865802752.0,2138112.0,6086328320.0,5.18833078272e+11,6008.0,16516.0,60.0,42.0,04-04 17:14:27
0.0,0.0,15867691008.0,2138112.0,6094798848.0,5.18822719488e+11,4364.0,28324.0,0.0,0.0,04-04 17:14:28
0.0,525.0,15867772928.0,2138112.0,6095568896.0,5.1882186752e+11,3348.0,4468.0,0.0,0.0,04-04 17:14:29
0.0,0.0,15866839040.0,2138112.0,6107889664.0,5.1881048064e+11,3356.0,6216.0,0.0,0.0,04-04 17:14:30
0.0,0.0,15868223488.0,2138112.0,6104039424.0,5.18812946432e+11,3552.0,5460.0,3476.0,3006.0,04-04 17:14:31
0.0,0.0,15869018112.0,2138112.0,6107889664.0,5.18808301568e+11,3356.0,8848.0,303.0,0.0,04-04 17:14:32
0.0,0.0,15932899328.0,2138112.0,6108659712.0,5.18743650304e+11,5596.0,19716.0,0.0,660.0,04-04 17:14:33
0.0,2.0,15571365888.0,2138112.0,6037815296.0,5.1917602816e+11,17872.0,32568.0,328.0,132.0,04-04 17:14:34
0.0,0.0,13253767168.0,2138112.0,5923078144.0,5.21608364032e+11,22358460.0,10720.0,264.0,16944.0,04-04 17:14:35
0.0,2.0,13027037184.0,2138112.0,5926158336.0,5.21832013824e+11,2608.0,2672.0,11008.0,6546.0,04-04 17:14:36
0.0,0.0,13098221568.0,2138112.0,5930778624.0,5.21756209152e+11,2952588.0,26112.0,0.0,0.0,04-04 17:14:37
0.0,0.0,13110616064.0,2138112.0,5931548672.0,5.21743044608e+11,880.0,1456.0,0.0,0.0,04-04 17:14:38
0.0,0.0,13110657024.0,2138112.0,5931548672.0,5.21743003648e+11,1100.0,1652.0,303.0,0.0,04-04 17:14:39
0.0,0.0,13110992896.0,2138112.0,5933088768.0,5.2174112768e+11,668.0,1208.0,0.0,0.0,04-04 17:14:40
0.0,0.0,13110992896.0,2138112.0,5933858816.0,5.21740357632e+11,448.0,1052.0,483.0,42.0,04-04 17:14:41
0.0,0.0,13109149696.0,2138112.0,5613518848.0,5.220625408e+11,1540.0,2068.0,90.0,90.0,04-04 17:14:42
0.0,3.0,13005434880.0,2138112.0,5541134336.0,5.22238640128e+11,244408.0,2748.0,0.0,0.0,04-04 17:14:43
0.0,618.0,13223452672.0,2138112.0,5635850240.0,5.21925906432e+11,97412436.0,236996.0,3020.0,854.0,04-04 17:14:44
0.0,0.0,13550899200.0,2138112.0,5705924608.0,5.21528385536e+11,73098096.0,46080.0,0.0,90.0,04-04 17:14:45
0.0,0.0,13728251904.0,2138112.0,5713625088.0,5.21343332352e+11,8048528.0,4776.0,150.0,90.0,04-04 17:14:46
0.0,0.0,13860040704.0,2138112.0,5739036672.0,5.21186131968e+11,27353176.0,380924.0,1100.0,66.0,04-04 17:14:47
0.0,0.0,13920378880.0,2138112.0,5739036672.0,5.21125793792e+11,570736.0,463988.0,3300.0,198.0,04-04 17:14:48
0.0,566.0,13024804864.0,2138112.0,5736726528.0,5.22023677952e+11,8888452.0,17333508.0,3775.0,372.0,04-04 17:14:49
0.0,0.0,13037359104.0,2138112.0,5760598016.0,5.21987252224e+11,8841904.0,5276300.0,2260.0,174.0,04-04 17:14:50
0.0,0.0,13041655808.0,2138112.0,5781389312.0,5.21962164224e+11,668.0,1504.0,3300.0,198.0,04-04 17:14:51
0.0,1.0,13043675136.0,2138112.0,5802180608.0,5.219393536e+11,448.0,1348.0,2503.0,132.0,04-04 17:14:52
0.0,0.0,13044948992.0,2138112.0,5820661760.0,5.21919598592e+11,66656.0,81545092.0,31484.0,660.0,04-04 17:14:53
0.0,0.0,12852625408.0,2138112.0,5826822144.0,5.22105761792e+11,89599684.0,184300.0,31652.0,858.0,04-04 17:14:54
0.0,0.0,12851970048.0,2138112.0,5688213504.0,5.22245025792e+11,448.0,1436.0,1496.0,1560.0,04-04 17:14:55
