"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t03",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_deepspeed_stage_2_batch1024_nodes3/dstat_r1t03.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 17:12:34 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
0.0,0.0,12126183424.0,1089536.0,20502970368.0,5.08157104128e+11,16501364.0,17516.0,66.0,114.0,04-04 17:12:53
0.0,0.0,12380553216.0,1089536.0,20887224320.0,5.07518480384e+11,367172988.0,104964.0,120.0,42.0,04-04 17:12:54
0.0,1124.0,12629393408.0,1089536.0,21101297664.0,5.07055566848e+11,234543720.0,7639804.0,66.0,114.0,04-04 17:12:55
0.0,0.0,12926083072.0,1089536.0,21265317888.0,5.0659485696e+11,170778548.0,52204.0,1503.0,2296.0,04-04 17:12:56
0.0,0.0,13185261568.0,1089536.0,21389295616.0,5.06211700736e+11,109029816.0,33272.0,60.0,0.0,04-04 17:12:57
0.0,0.0,13185024000.0,1089536.0,21376974848.0,5.06224259072e+11,448.0,1252.0,0.0,0.0,04-04 17:12:58
0.0,0.0,13184212992.0,1089536.0,21386215424.0,5.06215829504e+11,548.0,1352.0,0.0,0.0,04-04 17:12:59
0.0,425.0,13183066112.0,1089536.0,21386215424.0,5.06216976384e+11,668.0,1568.0,0.0,0.0,04-04 17:13:00
0.0,0.0,13181423616.0,1089536.0,21386985472.0,5.06217848832e+11,448.0,1428.0,1563.0,1738.0,04-04 17:13:01
0.0,0.0,13180973056.0,1089536.0,21396226048.0,5.06209058816e+11,448.0,1468.0,60.0,0.0,04-04 17:13:02
0.0,0.0,13179793408.0,1089536.0,21396226048.0,5.06210238464e+11,668.0,1684.0,0.0,0.0,04-04 17:13:03
0.0,4.0,13178322944.0,1089536.0,21396996096.0,5.0621093888e+11,668.0,1712.0,0.0,0.0,04-04 17:13:04
0.0,0.0,13180899328.0,1089536.0,21401616384.0,5.06203742208e+11,888.0,1936.0,0.0,0.0,04-04 17:13:05
0.0,0.0,13200244736.0,1089536.0,21390065664.0,5.0619594752e+11,1328.0,2312.0,1503.0,2374.0,04-04 17:13:06
0.0,0.0,13193990144.0,1089536.0,21390835712.0,5.06201432064e+11,448.0,1660.0,0.0,0.0,04-04 17:13:07
0.0,0.0,13174865920.0,1089536.0,21399306240.0,5.0621208576e+11,448.0,1700.0,0.0,0.0,04-04 17:13:08
0.0,0.0,13169983488.0,1089536.0,21400076288.0,5.06216198144e+11,668.0,1912.0,0.0,0.0,04-04 17:13:09
0.0,0.0,13164765184.0,1089536.0,21400846336.0,5.062206464e+11,448.0,1776.0,0.0,0.0,04-04 17:13:10
0.0,0.0,13153652736.0,1089536.0,21410086912.0,5.06222518272e+11,2412.0,3512.0,1503.0,1738.0,04-04 17:13:11
0.0,0.0,13158674432.0,1089536.0,21415477248.0,5.0621210624e+11,668.0,2032.0,60.0,0.0,04-04 17:13:12
0.0,0.0,13148635136.0,1089536.0,21415477248.0,5.06222145536e+11,448.0,1892.0,60.0,0.0,04-04 17:13:13
0.0,0.0,13136101376.0,1089536.0,21427798016.0,5.06222358528e+11,448.0,1932.0,120.0,0.0,04-04 17:13:14
0.0,0.0,13127786496.0,1089536.0,21425487872.0,5.06232983552e+11,1172.0,2648.0,60.0,0.0,04-04 17:13:15
0.0,0.0,13116952576.0,1089536.0,21425487872.0,5.06243817472e+11,448.0,2012.0,1503.0,1828.0,04-04 17:13:16
0.0,0.0,13117833216.0,1089536.0,21443198976.0,5.06225225728e+11,448.0,2048.0,90.0,90.0,04-04 17:13:17
0.0,0.0,13106356224.0,1089536.0,21443198976.0,5.0623670272e+11,668.0,2264.0,0.0,0.0,04-04 17:13:18
0.0,13.0,13097046016.0,1089536.0,21443198976.0,5.06246012928e+11,448.0,2128.0,90.0,90.0,04-04 17:13:19
0.0,50.0,13084741632.0,1089536.0,21452439552.0,5.06249076736e+11,548.0,2168.0,60.0,0.0,04-04 17:13:20
0.0,812.0,13072310272.0,1089536.0,21452439552.0,5.06261508096e+11,1016.0,2576.0,1563.0,1780.0,04-04 17:13:21
0.0,0.0,13061828608.0,1089536.0,21461680128.0,5.06262749184e+11,768.0,2420.0,363.0,0.0,04-04 17:13:22
0.0,0.0,13050617856.0,1089536.0,21461680128.0,5.06273959936e+11,448.0,2284.0,0.0,0.0,04-04 17:13:23
0.0,0.0,13036036096.0,1089536.0,21474000896.0,5.06276220928e+11,668.0,2500.0,0.0,0.0,04-04 17:13:24
0.0,0.0,13033177088.0,1089536.0,21470920704.0,5.06282160128e+11,1532.0,69748.0,60.0,0.0,04-04 17:13:25
0.0,962.0,13037625344.0,1089536.0,21472460800.0,5.06276171776e+11,644.0,2456.0,1503.0,7114.0,04-04 17:13:26
0.0,0.0,13037768704.0,1089536.0,21472460800.0,5.06276028416e+11,764.0,2672.0,0.0,0.0,04-04 17:13:27
0.0,0.0,13042003968.0,1089536.0,21480931328.0,5.06263322624e+11,544.0,2536.0,0.0,0.0,04-04 17:13:28
0.0,0.0,13050290176.0,1089536.0,21485551616.0,5.06250416128e+11,544.0,2572.0,303.0,0.0,04-04 17:13:29
0.0,0.0,13049655296.0,1089536.0,21486321664.0,5.0625028096e+11,764.0,2788.0,0.0,0.0,04-04 17:13:30
0.0,0.0,13050056704.0,1089536.0,21494792192.0,5.06241409024e+11,544.0,2652.0,1503.0,1738.0,04-04 17:13:31
0.0,0.0,13048795136.0,1089536.0,21495562240.0,5.06241900544e+11,544.0,2692.0,60.0,0.0,04-04 17:13:32
0.0,0.0,13048262656.0,1089536.0,21496332288.0,5.06241662976e+11,764.0,2904.0,120.0,0.0,04-04 17:13:33
0.0,14.0,13051912192.0,1089536.0,21517123584.0,5.06217222144e+11,4252.0,5720.0,0.0,0.0,04-04 17:13:34
0.0,0.0,13050916864.0,1089536.0,21505572864.0,5.06229768192e+11,984.0,3148.0,60.0,0.0,04-04 17:13:35
0.0,0.0,13053689856.0,1089536.0,21505572864.0,5.062269952e+11,2728.0,4684.0,1503.0,1828.0,04-04 17:13:36
0.0,0.0,13054717952.0,1089536.0,21514043392.0,5.06217496576e+11,544.0,2872.0,0.0,0.0,04-04 17:13:37
0.0,0.0,13056286720.0,1089536.0,21514813440.0,5.0621515776e+11,544.0,2912.0,0.0,0.0,04-04 17:13:38
0.0,0.0,13056954368.0,1089536.0,21514813440.0,5.06214490112e+11,764.0,3128.0,303.0,0.0,04-04 17:13:39
0.0,0.0,13062889472.0,1089536.0,21527904256.0,5.06195464192e+11,544.0,2992.0,0.0,0.0,04-04 17:13:40
0.0,0.0,13063041024.0,1089536.0,21527904256.0,5.0619531264e+11,1864.0,4204.0,1503.0,1738.0,04-04 17:13:41
0.0,0.0,13063311360.0,1089536.0,21537144832.0,5.06185801728e+11,764.0,3244.0,0.0,0.0,04-04 17:13:42
0.0,0.0,13065486336.0,1089536.0,21540225024.0,5.0618054656e+11,544.0,3108.0,0.0,0.0,04-04 17:13:43
0.0,0.0,13066510336.0,1089536.0,21549465600.0,5.06170281984e+11,544.0,3148.0,0.0,0.0,04-04 17:13:44
0.0,0.0,13067472896.0,1089536.0,21546385408.0,5.06172399616e+11,764.0,3360.0,0.0,0.0,04-04 17:13:45
0.0,0.0,13081886720.0,1089536.0,21554855936.0,5.06149515264e+11,756.0,3456.0,1503.0,4578.0,04-04 17:13:46
0.0,0.0,13082730496.0,1089536.0,21554855936.0,5.06148671488e+11,544.0,3264.0,60.0,0.0,04-04 17:13:47
0.0,0.0,13082349568.0,1089536.0,21564096512.0,5.0613981184e+11,764.0,3480.0,60.0,0.0,04-04 17:13:48
0.0,1.0,13084479488.0,1089536.0,21564866560.0,5.06136911872e+11,544.0,3340.0,60.0,0.0,04-04 17:13:49
0.0,1.0,13085315072.0,1089536.0,21564866560.0,5.06136076288e+11,544.0,3380.0,0.0,0.0,04-04 17:13:50
0.0,891.0,13087461376.0,1089536.0,21573337088.0,5.06125459456e+11,764.0,3596.0,1503.0,1738.0,04-04 17:13:51
0.0,0.0,13089615872.0,1089536.0,21574107136.0,5.06122534912e+11,764.0,3576.0,0.0,0.0,04-04 17:13:52
0.0,0.0,13089517568.0,1089536.0,21574877184.0,5.06121863168e+11,544.0,3496.0,0.0,0.0,04-04 17:13:53
0.0,0.0,13089382400.0,1089536.0,21583347712.0,5.06113527808e+11,764.0,3712.0,60.0,0.0,04-04 17:13:54
0.0,0.0,12867231744.0,1089536.0,21584117760.0,5.06334908416e+11,1304.0,78301.0,0.0,0.0,04-04 17:13:55
0.0,1306.0,12867035136.0,1089536.0,21584117760.0,5.06335105024e+11,0.0,60.0,1563.0,2030.0,04-04 17:13:56
0.0,0.0,12867342336.0,1089536.0,21592588288.0,5.06326327296e+11,544.0,3616.0,180.0,0.0,04-04 17:13:57
0.0,0.0,12867104768.0,1089536.0,21593358336.0,5.06325794816e+11,764.0,3828.0,303.0,0.0,04-04 17:13:58
0.0,0.0,12867833856.0,1089536.0,21593358336.0,5.06325065728e+11,544.0,3692.0,0.0,0.0,04-04 17:13:59
0.0,0.0,12868243456.0,1089536.0,21602598912.0,5.06315415552e+11,544.0,3732.0,120.0,0.0,04-04 17:14:00
0.0,0.0,12871573504.0,1089536.0,21602598912.0,5.06312085504e+11,764.0,3948.0,1563.0,1780.0,04-04 17:14:01
0.0,0.0,12877950976.0,1089536.0,21606449152.0,5.06301857792e+11,544.0,3808.0,0.0,0.0,04-04 17:14:02
0.0,0.0,12884463616.0,1089536.0,21631860736.0,5.06269933568e+11,544.0,3848.0,60.0,0.0,04-04 17:14:03
0.0,3.0,12885176320.0,1089536.0,21619539968.0,5.06281541632e+11,764.0,4064.0,0.0,0.0,04-04 17:14:04
0.0,0.0,12885704704.0,1089536.0,21628010496.0,5.0627254272e+11,764.0,4080.0,0.0,15868.0,04-04 17:14:05
0.0,0.0,12884951040.0,1089536.0,21628780544.0,5.06272526336e+11,1204.0,4588.0,1806.0,6970.0,04-04 17:14:06
0.0,0.0,12886753280.0,1089536.0,21629550592.0,5.06269954048e+11,764.0,4168.0,60.0,0.0,04-04 17:14:07
0.0,0.0,12886605824.0,1089536.0,21638791168.0,5.06260860928e+11,544.0,4032.0,60.0,0.0,04-04 17:14:08
0.0,0.0,12889088000.0,1089536.0,21639561216.0,5.06257608704e+11,544.0,4072.0,0.0,660.0,04-04 17:14:09
0.0,0.0,12890398720.0,1089536.0,21639561216.0,5.06256297984e+11,764.0,4284.0,0.0,0.0,04-04 17:14:10
0.0,0.0,12889427968.0,1089536.0,21648801792.0,5.0624802816e+11,984.0,4620.0,1503.0,1738.0,04-04 17:14:11
0.0,0.0,12890087424.0,1089536.0,21648801792.0,5.06247368704e+11,544.0,4188.0,0.0,0.0,04-04 17:14:12
0.0,0.0,12890869760.0,1089536.0,21661122560.0,5.062342656e+11,764.0,4404.0,303.0,0.0,04-04 17:14:13
0.0,0.0,12905705472.0,1089536.0,21665742848.0,5.062148096e+11,544.0,4264.0,60.0,284.0,04-04 17:14:14
0.0,0.0,12907413504.0,1089536.0,21665742848.0,5.06213101568e+11,544.0,4304.0,0.0,0.0,04-04 17:14:15
0.0,0.0,12907126784.0,1089536.0,21667282944.0,5.06211848192e+11,764.0,4520.0,1563.0,1828.0,04-04 17:14:16
0.0,0.0,12907909120.0,1089536.0,21675753472.0,5.06202595328e+11,544.0,4384.0,0.0,0.0,04-04 17:14:17
0.0,0.0,12907204608.0,1089536.0,21676523520.0,5.06202529792e+11,544.0,4476.0,0.0,0.0,04-04 17:14:18
0.0,0.0,12911849472.0,1089536.0,21676523520.0,5.06197884928e+11,764.0,4692.0,60.0,0.0,04-04 17:14:19
0.0,2.0,12911341568.0,1089536.0,21684994048.0,5.06189922304e+11,544.0,4556.0,120.0,0.0,04-04 17:14:20
0.0,977.0,12910755840.0,1089536.0,21685764096.0,5.06189737984e+11,544.0,4596.0,1563.0,1738.0,04-04 17:14:21
0.0,0.0,12912037888.0,1089536.0,21685764096.0,5.06188455936e+11,764.0,4808.0,90.0,90.0,04-04 17:14:22
0.0,0.0,12912087040.0,1089536.0,21706555392.0,5.06167615488e+11,544.0,4672.0,363.0,0.0,04-04 17:14:23
0.0,0.0,12913446912.0,1089536.0,21695004672.0,5.06177806336e+11,544.0,4712.0,150.0,132.0,04-04 17:14:24
0.0,0.0,12925366272.0,1089536.0,21704245248.0,5.061566464e+11,1884.0,70824.0,0.0,0.0,04-04 17:14:25
0.0,1757.0,12929458176.0,1089536.0,21713485824.0,5.0614331392e+11,872.0,1044.0,1503.0,3318.0,04-04 17:14:26
0.0,0.0,13011513344.0,1089536.0,21713485824.0,5.06061258752e+11,448.0,620.0,120.0,84.0,04-04 17:14:27
0.0,0.0,13010432000.0,1089536.0,21721956352.0,5.06053869568e+11,668.0,836.0,0.0,0.0,04-04 17:14:28
0.0,0.0,13011234816.0,1089536.0,21721956352.0,5.06053066752e+11,448.0,700.0,0.0,0.0,04-04 17:14:29
0.0,0.0,13010718720.0,1089536.0,21722726400.0,5.060528128e+11,448.0,736.0,0.0,0.0,04-04 17:14:30
0.0,0.0,13012881408.0,1089536.0,21730426880.0,5.06042949632e+11,668.0,952.0,1503.0,1738.0,04-04 17:14:31
0.0,0.0,13013786624.0,1089536.0,21733507072.0,5.06038964224e+11,448.0,816.0,0.0,0.0,04-04 17:14:32
0.0,0.0,13016576000.0,1089536.0,21743517696.0,5.06026164224e+11,448.0,856.0,303.0,0.0,04-04 17:14:33
0.0,1.0,12672602112.0,1089536.0,21678063616.0,5.06435592192e+11,11148.0,31840.0,0.0,0.0,04-04 17:14:34
0.0,0.0,10332930048.0,1089536.0,21556396032.0,5.0889693184e+11,15359492.0,12424.0,132.0,296.0,04-04 17:14:35
0.0,20.0,10114134016.0,1089536.0,21488631808.0,5.09183492096e+11,4156.0,4128.0,3623.0,5729.0,04-04 17:14:36
9.0,0.0,10179772416.0,1089536.0,21500952576.0,5.09105532928e+11,7660592.0,21512.0,60.0,0.0,04-04 17:14:37
0.0,0.0,10193477632.0,1089536.0,21504802816.0,5.09087977472e+11,2912860.0,6452.0,0.0,0.0,04-04 17:14:38
0.0,0.0,10193346560.0,1089536.0,21505572864.0,5.09087338496e+11,880.0,1480.0,0.0,0.0,04-04 17:14:39
0.0,0.0,10193100800.0,1089536.0,21507112960.0,5.0908604416e+11,668.0,1208.0,303.0,0.0,04-04 17:14:40
0.0,0.0,10194206720.0,1089536.0,21507883008.0,5.09084168192e+11,448.0,1048.0,180.0,42.0,04-04 17:14:41
0.0,0.0,10189275136.0,1089536.0,21186772992.0,5.09410209792e+11,2192.0,2592.0,303.0,0.0,04-04 17:14:42
0.0,3.0,10087936000.0,1089536.0,21204484096.0,5.09493837824e+11,88175144.0,77844.0,0.0,0.0,04-04 17:14:43
0.0,29.0,10429464576.0,1089536.0,21216804864.0,5.0913998848e+11,9519696.0,165924.0,650.0,708.0,04-04 17:14:44
2.0,0.0,10622607360.0,1089536.0,21285339136.0,5.08878311424e+11,72479408.0,45308.0,66.0,1100.0,04-04 17:14:45
0.0,0.0,10800013312.0,1089536.0,21293039616.0,5.08693204992e+11,8048968.0,5188.0,60.0,8216.0,04-04 17:14:46
0.0,0.0,10965344256.0,1089536.0,21318451200.0,5.08502462464e+11,27352408.0,381264.0,0.0,0.0,04-04 17:14:47
0.0,0.0,11051180032.0,1089536.0,21318451200.0,5.08416626688e+11,566064.0,460320.0,66.0,1100.0,04-04 17:14:48
0.0,1.0,10110304256.0,1089536.0,21315371008.0,5.09360582656e+11,8913676.0,21662564.0,258.0,2419.0,04-04 17:14:49
0.0,9.0,10122182656.0,1089536.0,21342322688.0,5.09321752576e+11,7893888.0,4424.0,66.0,1100.0,04-04 17:14:50
0.0,0.0,10125557760.0,1089536.0,21361573888.0,5.09299126272e+11,668.0,1504.0,66.0,1100.0,04-04 17:14:51
0.0,0.0,10128220160.0,1089536.0,21380055040.0,5.0927798272e+11,668.0,1524.0,132.0,2200.0,04-04 17:14:52
0.0,0.0,10138300416.0,1089536.0,21343092736.0,5.09304864768e+11,22849052.0,74580036.0,429.0,975.0,04-04 17:14:53
0.0,0.0,9933950976.0,1089536.0,21400076288.0,5.09452230656e+11,60351444.0,243920.0,726.0,30596.0,04-04 17:14:54
0.0,0.0,9935011840.0,1089536.0,18519326720.0,5.1233191936e+11,1000.0,8984.0,0.0,0.0,04-04 17:14:55
