"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t07",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_deepspeed_stage_2_batch1024_nodes3/dstat_r1t07.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 17:12:35 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
0.0,0.0,11283771392.0,2138112.0,17559531520.0,5.11941910528e+11,3072.0,4008.0,1503.0,1828.0,04-04 17:13:11
0.0,0.0,11285798912.0,2138112.0,17560301568.0,5.1193911296e+11,448.0,1832.0,60.0,0.0,04-04 17:13:12
0.0,0.0,11285856256.0,2138112.0,17561071616.0,5.11938285568e+11,668.0,2048.0,60.0,0.0,04-04 17:13:13
0.0,0.0,11288023040.0,2138112.0,17568772096.0,5.11928418304e+11,448.0,1912.0,60.0,0.0,04-04 17:13:14
0.0,0.0,11287773184.0,2138112.0,17581092864.0,5.11916347392e+11,448.0,1952.0,120.0,0.0,04-04 17:13:15
0.0,0.0,11288875008.0,2138112.0,17569542144.0,5.11926796288e+11,1560.0,52032.0,1503.0,1738.0,04-04 17:13:16
0.0,0.0,11296874496.0,2138112.0,17581862912.0,5.11906476032e+11,448.0,2016.0,0.0,0.0,04-04 17:13:17
0.0,0.0,11296428032.0,2138112.0,17582632960.0,5.11906152448e+11,448.0,2056.0,90.0,90.0,04-04 17:13:18
0.0,0.0,11298357248.0,2138112.0,17584173056.0,5.11902683136e+11,668.0,2272.0,0.0,0.0,04-04 17:13:19
0.0,0.0,11298754560.0,2138112.0,17593413632.0,5.11893045248e+11,548.0,2136.0,60.0,0.0,04-04 17:13:20
0.0,0.0,11299049472.0,2138112.0,17593413632.0,5.11892750336e+11,796.0,2368.0,1503.0,1738.0,04-04 17:13:21
0.0,0.0,11298078720.0,2138112.0,17602654208.0,5.11884480512e+11,888.0,2564.0,60.0,0.0,04-04 17:13:22
0.0,0.0,11300192256.0,2138112.0,17602654208.0,5.11882366976e+11,548.0,2252.0,363.0,42.0,04-04 17:13:23
0.0,0.0,11301240832.0,2138112.0,17603424256.0,5.11880548352e+11,448.0,2292.0,0.0,0.0,04-04 17:13:24
0.0,0.0,11301568512.0,2138112.0,17611124736.0,5.11872520192e+11,668.0,2504.0,60.0,0.0,04-04 17:13:25
0.0,0.0,11300147200.0,2138112.0,17611894784.0,5.11873171456e+11,1300.0,25668.0,1503.0,1738.0,04-04 17:13:26
0.0,0.0,11302379520.0,2138112.0,17611894784.0,5.11870939136e+11,544.0,2464.0,0.0,0.0,04-04 17:13:27
0.0,0.0,11302359040.0,2138112.0,17620365312.0,5.11862489088e+11,764.0,2680.0,90.0,90.0,04-04 17:13:28
0.0,0.0,11319029760.0,2138112.0,17629605888.0,5.11836577792e+11,544.0,2540.0,0.0,0.0,04-04 17:13:29
0.0,40.0,11319492608.0,2138112.0,17629605888.0,5.11836114944e+11,544.0,2580.0,303.0,17772.0,04-04 17:13:30
0.0,0.0,11320463360.0,2138112.0,17638076416.0,5.11826673664e+11,764.0,2796.0,1503.0,1828.0,04-04 17:13:31
0.0,23.0,11320885248.0,2138112.0,17638846464.0,5.11825481728e+11,544.0,2660.0,0.0,0.0,04-04 17:13:32
0.0,0.0,11320410112.0,2138112.0,17638846464.0,5.11825956864e+11,544.0,2696.0,240.0,42.0,04-04 17:13:33
0.0,14.0,11320975360.0,2138112.0,17661177856.0,5.11803060224e+11,764.0,2912.0,0.0,0.0,04-04 17:13:34
0.0,1711.0,11321618432.0,2138112.0,17648857088.0,5.1181473792e+11,2068.0,3964.0,60.0,0.0,04-04 17:13:35
0.0,0.0,11322167296.0,2138112.0,17648857088.0,5.11814189056e+11,3592.0,5372.0,1503.0,1738.0,04-04 17:13:36
0.0,0.0,11322548224.0,2138112.0,17657327616.0,5.118053376e+11,764.0,3016.0,0.0,0.0,04-04 17:13:37
0.0,0.0,11322150912.0,2138112.0,17657327616.0,5.11805734912e+11,544.0,2880.0,0.0,0.0,04-04 17:13:38
0.0,0.0,11325243392.0,2138112.0,17657327616.0,5.11802642432e+11,544.0,2920.0,0.0,0.0,04-04 17:13:39
0.0,254.0,11325984768.0,2138112.0,17667338240.0,5.11791890432e+11,764.0,3136.0,303.0,2840.0,04-04 17:13:40
0.0,0.0,11332345856.0,2138112.0,17671958528.0,5.11780909056e+11,3404.0,5380.0,1503.0,1738.0,04-04 17:13:41
0.0,0.0,11331710976.0,2138112.0,17681199104.0,5.1177230336e+11,544.0,3036.0,0.0,0.0,04-04 17:13:42
0.0,0.0,11334787072.0,2138112.0,17681969152.0,5.11768457216e+11,764.0,3252.0,0.0,0.0,04-04 17:13:43
0.0,0.0,11335172096.0,2138112.0,17695059968.0,5.11754981376e+11,544.0,3116.0,0.0,0.0,04-04 17:13:44
0.0,0.0,11337134080.0,2138112.0,17691209728.0,5.11756869632e+11,544.0,3152.0,0.0,0.0,04-04 17:13:45
0.0,0.0,11347263488.0,2138112.0,17700450304.0,5.11737499648e+11,1308.0,7712.0,1503.0,1738.0,04-04 17:13:46
0.0,0.0,11349131264.0,2138112.0,17701220352.0,5.11734861824e+11,544.0,3232.0,60.0,0.0,04-04 17:13:47
0.0,0.0,11349405696.0,2138112.0,17710460928.0,5.11725346816e+11,544.0,3272.0,60.0,0.0,04-04 17:13:48
0.0,0.0,11348885504.0,2138112.0,17710460928.0,5.11725867008e+11,764.0,3484.0,60.0,0.0,04-04 17:13:49
0.0,0.0,11349553152.0,2138112.0,17710460928.0,5.1172519936e+11,544.0,3348.0,0.0,0.0,04-04 17:13:50
0.0,0.0,11351183360.0,2138112.0,17719701504.0,5.11714328576e+11,1208.0,60208.0,1503.0,2030.0,04-04 17:13:51
0.0,0.0,11353804800.0,2138112.0,17719701504.0,5.11711707136e+11,984.0,3780.0,0.0,0.0,04-04 17:13:52
0.0,0.0,11355226112.0,2138112.0,17723551744.0,5.11706435584e+11,544.0,3464.0,0.0,0.0,04-04 17:13:53
0.0,0.0,11356930048.0,2138112.0,17728942080.0,5.11699341312e+11,544.0,3444.0,60.0,0.0,04-04 17:13:54
0.0,1.0,11357106176.0,2138112.0,17728942080.0,5.11699165184e+11,764.0,3720.0,0.0,0.0,04-04 17:13:55
0.0,0.0,11357069312.0,2138112.0,17729712128.0,5.11698432e+11,1568.0,19292.0,1563.0,1738.0,04-04 17:13:56
0.0,0.0,11357949952.0,2138112.0,17738952704.0,5.11688310784e+11,544.0,3620.0,120.0,0.0,04-04 17:13:57
0.0,0.0,11358068736.0,2138112.0,17739722752.0,5.11687421952e+11,0.0,60.0,60.0,0.0,04-04 17:13:58
0.0,0.0,11358212096.0,2138112.0,17739722752.0,5.11687278592e+11,764.0,3836.0,303.0,0.0,04-04 17:13:59
0.0,462.0,11361517568.0,2138112.0,17747423232.0,5.1167627264e+11,544.0,3700.0,60.0,0.0,04-04 17:14:00
0.0,0.0,11361456128.0,2138112.0,17748193280.0,5.11675564032e+11,1112.0,15588.0,1563.0,1738.0,04-04 17:14:01
0.0,4.0,11367514112.0,2138112.0,17752043520.0,5.11665655808e+11,764.0,3952.0,0.0,0.0,04-04 17:14:02
0.0,0.0,11369885696.0,2138112.0,17762054144.0,5.116532736e+11,544.0,3816.0,60.0,0.0,04-04 17:14:03
0.0,1.0,11387248640.0,2138112.0,17770524672.0,5.11627440128e+11,544.0,3856.0,0.0,0.0,04-04 17:14:04
0.0,276.0,11386814464.0,2138112.0,17778995200.0,5.11619403776e+11,764.0,4060.0,0.0,0.0,04-04 17:14:05
0.0,0.0,11386679296.0,2138112.0,17779765248.0,5.11618768896e+11,1656.0,20560.0,1806.0,1738.0,04-04 17:14:06
0.0,0.0,11387109376.0,2138112.0,17780535296.0,5.11617568768e+11,764.0,4136.0,60.0,0.0,04-04 17:14:07
0.0,0.0,11386400768.0,2138112.0,17789005824.0,5.11609806848e+11,764.0,4176.0,60.0,0.0,04-04 17:14:08
0.0,0.0,11392290816.0,2138112.0,17789005824.0,5.116039168e+11,544.0,4040.0,0.0,636.0,04-04 17:14:09
0.0,0.0,11390205952.0,2138112.0,17802096640.0,5.11592910848e+11,544.0,4076.0,0.0,8704.0,04-04 17:14:10
0.0,0.0,11392401408.0,2138112.0,17797476352.0,5.1159533568e+11,2308.0,17504.0,1503.0,1828.0,04-04 17:14:11
0.0,0.0,11392188416.0,2138112.0,17798246400.0,5.11594778624e+11,544.0,4156.0,0.0,0.0,04-04 17:14:12
0.0,0.0,11392417792.0,2138112.0,17810567168.0,5.1158222848e+11,544.0,4196.0,303.0,0.0,04-04 17:14:13
0.0,0.0,11394752512.0,2138112.0,17806716928.0,5.11583744e+11,764.0,4408.0,120.0,42.0,04-04 17:14:14
0.0,0.0,11395436544.0,2138112.0,17807486976.0,5.1158228992e+11,544.0,4272.0,0.0,0.0,04-04 17:14:15
0.0,0.0,11397050368.0,2138112.0,17807486976.0,5.11580676096e+11,1436.0,21456.0,1503.0,1738.0,04-04 17:14:16
0.0,0.0,11398184960.0,2138112.0,17816727552.0,5.11570300928e+11,764.0,4524.0,60.0,0.0,04-04 17:14:17
0.0,0.0,11398750208.0,2138112.0,17816727552.0,5.1156973568e+11,544.0,4388.0,0.0,0.0,04-04 17:14:18
0.0,0.0,11404173312.0,2138112.0,17821347840.0,5.11559692288e+11,544.0,4484.0,60.0,0.0,04-04 17:14:19
0.0,0.0,11404468224.0,2138112.0,17830588416.0,5.115501568e+11,764.0,4696.0,120.0,0.0,04-04 17:14:20
0.0,0.0,11407187968.0,2138112.0,17830588416.0,5.11547437056e+11,1112.0,18048.0,1563.0,2682.0,04-04 17:14:21
0.0,0.0,11406155776.0,2138112.0,17831358464.0,5.115476992e+11,544.0,4600.0,90.0,90.0,04-04 17:14:22
0.0,0.0,11408039936.0,2138112.0,17852149760.0,5.11525023744e+11,764.0,4816.0,363.0,0.0,04-04 17:14:23
0.0,0.0,11408470016.0,2138112.0,17839828992.0,5.11536914432e+11,544.0,4676.0,60.0,0.0,04-04 17:14:24
0.0,0.0,11407859712.0,2138112.0,17840599040.0,5.11536754688e+11,544.0,4716.0,0.0,0.0,04-04 17:14:25
0.0,0.0,11412234240.0,2138112.0,17849069568.0,5.11523909632e+11,1984.0,19712.0,1503.0,1738.0,04-04 17:14:26
0.0,0.0,11493150720.0,2138112.0,17853689856.0,5.11438372864e+11,448.0,588.0,120.0,84.0,04-04 17:14:27
0.0,0.0,11499409408.0,2138112.0,17862160384.0,5.11423643648e+11,448.0,624.0,0.0,0.0,04-04 17:14:28
0.0,0.0,11500691456.0,2138112.0,17862160384.0,5.114223616e+11,668.0,840.0,0.0,0.0,04-04 17:14:29
0.0,354.0,11500335104.0,2138112.0,17862160384.0,5.11422717952e+11,448.0,704.0,0.0,0.0,04-04 17:14:30
0.0,0.0,11499966464.0,2138112.0,17871400960.0,5.11413846016e+11,1348.0,23804.0,1503.0,1828.0,04-04 17:14:31
0.0,4.0,11500605440.0,2138112.0,17871400960.0,5.1141320704e+11,668.0,956.0,0.0,0.0,04-04 17:14:32
0.0,0.0,11504218112.0,2138112.0,17885261824.0,5.11395733504e+11,448.0,820.0,393.0,90.0,04-04 17:14:33
0.0,3.0,11186991104.0,2138112.0,17879871488.0,5.11718350848e+11,14400.0,22516.0,0.0,0.0,04-04 17:14:34
0.0,546.0,8867225600.0,2138112.0,17681969152.0,5.14236018688e+11,15357444.0,10192.0,132.0,296.0,04-04 17:14:35
0.0,189.0,8646029312.0,2138112.0,17681969152.0,5.14457214976e+11,4260.0,4840.0,3689.0,5715.0,04-04 17:14:36
0.0,0.0,8708923392.0,2138112.0,17693519872.0,5.14382770176e+11,7670020.0,29000.0,60.0,0.0,04-04 17:14:37
0.0,0.0,8721051648.0,2138112.0,17697370112.0,5.1436679168e+11,2910344.0,4060.0,60.0,42.0,04-04 17:14:38
0.0,0.0,8720932864.0,2138112.0,17698140160.0,5.14366140416e+11,448.0,992.0,0.0,0.0,04-04 17:14:39
0.0,0.0,8720449536.0,2138112.0,17698910208.0,5.14365853696e+11,448.0,1012.0,303.0,2840.0,04-04 17:14:40
0.0,0.0,8719839232.0,2138112.0,17375490048.0,5.1468988416e+11,2656.0,4208.0,120.0,0.0,04-04 17:14:41
0.0,0.0,8721805312.0,2138112.0,17380110336.0,5.14683297792e+11,448.0,1052.0,303.0,0.0,04-04 17:14:42
0.0,3.0,8670138368.0,2138112.0,17404751872.0,5.147103232e+11,95105684.0,83736.0,0.0,0.0,04-04 17:14:43
0.0,28.0,9055322112.0,2138112.0,17409372160.0,5.14320519168e+11,2583596.0,184884.0,716.0,1808.0,04-04 17:14:44
0.0,0.0,9225936896.0,2138112.0,17478676480.0,5.14080600064e+11,72454516.0,25636.0,60.0,42.0,04-04 17:14:45
0.0,0.0,9414778880.0,2138112.0,17487147008.0,5.13883287552e+11,8593840.0,20512.0,60.0,0.0,04-04 17:14:46
0.0,0.0,9531617280.0,2138112.0,17512558592.0,5.13741037568e+11,26946712.0,479976.0,0.0,0.0,04-04 17:14:47
0.0,0.0,9618411520.0,2138112.0,17515638784.0,5.13651163136e+11,430060.0,350208.0,132.0,2200.0,04-04 17:14:48
0.0,1.0,8677097472.0,2138112.0,17513328640.0,5.14594787328e+11,8897092.0,21525236.0,192.0,1380.0,04-04 17:14:49
0.0,0.0,8686809088.0,2138112.0,17540280320.0,5.14558124032e+11,7730300.0,3976.0,66.0,3004.0,04-04 17:14:50
0.0,0.0,8691576832.0,2138112.0,17560301568.0,5.1453333504e+11,448.0,1328.0,132.0,2492.0,04-04 17:14:51
0.0,0.0,8693891072.0,2138112.0,17579552768.0,5.145117696e+11,660.0,1576.0,66.0,1100.0,04-04 17:14:52
0.0,0.0,8727076864.0,2138112.0,17576472576.0,5.14481664e+11,63626868.0,74217408.0,429.0,975.0,04-04 17:14:53
0.0,0.0,8464408576.0,2138112.0,17593413632.0,5.14727391232e+11,18326328.0,73424.0,660.0,30530.0,04-04 17:14:54
0.0,0.0,8462868480.0,2138112.0,14732685312.0,5.17589659648e+11,2208.0,2952.0,1591.0,3148.0,04-04 17:14:55
