#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:50:37      0     87     70      0      0      0      0     16      4 
 16:50:38      0     87     77      0      0      0      0     17      4 
 16:50:39      0     96     75      0      0      0      0     17      4 
 16:50:40      0    100     79      0      0      0      0     17      4 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:50:41      0    100     71      0      0      0      0     15      4 
 16:50:42      0     87     68      0      0      0      0     17      5 
 16:50:43      0     95     75      0      0      0      0     18      5 
 16:50:44      0    100     81      0      0      0      0     18      6 
 16:50:45      0    100     70      0      0      0      0     18      6 
 16:50:46      0     87     78      0      0      0      0     18      5 
 16:50:48      0     97     70      0      0      0      0   2117   1112 
 16:50:49      0     71     49      0      0      0      0      0     44 
 16:50:50      0     98     74      0      0      0      0    588    507 
 16:50:51      0    100     78      0      0      0      0   1794   1119 
 16:50:52      0     85     68      0      0      0      0   1875    419 
 16:50:53      0     86     69      0      0      0      0     12    112 
 16:50:54      0     94     76      0      0      0      0      9    220 
 16:50:55      0    100     80      0      0      0      0     12      0 
 16:50:56      0     87     72      0      0      0      0     13      0 
 16:50:57      0     87     67      0      0      0      0     17      4 
 16:50:58      0    100     78      0      0      0      0     18      6 
 16:50:59      0    100     69      0      0      0      0     28      7 
 16:51:00      0     94     58      0      0      0      0    383      7 
 16:51:01      0    100     79      0      0      0      0    364      7 
 16:51:02      0    100     73      0      0      0      0    388      7 
 16:51:03      0    100     67      0      0      0      0    245     39 
 16:51:04      0     93     57      0      0      0      0   1500     21 
 16:51:06      0    100     74      0      0      0      0   1145    683 
 16:51:07      0     54     44      0      0      0      0      9      2 
 16:51:08      0     84     44      0      0      0      0     21      7 
 16:51:09      0     99     61      0      0      0      0     42      7 
 16:51:10      0    100     77      0      0      0      0      8     64 
 16:51:11      0    100     71      0      0      0      0   1137      5 
 16:51:12      0    100     68      0      0      0      0   1545     19 
 16:51:13      0     94     58      0      0      0      0   1139    198 
 16:51:14      0     94     65      0      0      0      0   1197    134 
 16:51:15      0    100     63      0      0      0      0    907    144 
 16:51:16      0     93     58      0      0      0      0   1394    199 
 16:51:17      0     95     66      0      0      0      0   1387    164 
 16:51:18      0     75     53      0      0      0      0   2552    414 
 16:51:19      0     93     58      0      0      0      0   1658   1362 
 16:51:20      0     90     62      0      0      0      0   1918    228 
 16:51:21      0     85     57      0      0      0      0   2681    747 
 16:51:22      0     87     75      0      0      0      0   2978    341 
 16:51:24      0     93     66      0      0      0      0   2410   1292 
 16:51:25      0     95     68      0      0      0      0   3421   1271 
 16:51:26      0     77     53      0      0      0      0      3     42 
 16:51:27      0     29     23      0      0      0      0   4031    824 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:51:28      0    100     73      0      0      0      0   3412   1206 
 16:51:29      0     86     61      0      0      0      0   2448    768 
 16:51:30      0     87     74      0      0      0      0    462   1003 
 16:51:31      0     97     74      0      0      0      0     12    177 
 16:51:32      0    100     76      0      0      0      0     15      2 
 16:51:33      0     87     67      0      0      0      0     17      5 
 16:51:34      0     91     74      0      0      0      0     19      6 
 16:51:35      0    100     79      0      0      0      0     21      6 
 16:51:36      0    100     70      0      0      0      0     21      7 
 16:51:37      0     94     74      0      0      0      0     42      7 
 16:51:38      0    100     80      0      0      0      0    340     34 
 16:51:39      0    100     69      0      0      0      0    348     27 
 16:51:40      0     93     57      0      0      0      0   1172    312 
 16:51:41      0     94     63      0      0      0      0   1211    157 
 16:51:43      0    100     69      0      0      0      0    916    164 
 16:51:44      0    100     62      0      0      0      0   1248    181 
 16:51:45      0     66     45      0      0      0      0     17      5 
 16:51:46      0     95     61      0      0      0      0   1036    320 
 16:51:47      0    100     68      0      0      0      0   1107    320 
 16:51:48      0     98     61      0      0      0      0   1131    338 
 16:51:49      0     94     57      0      0      0      0   1150    140 
 16:51:50      0     92     63      0      0      0      0   1487    154 
 16:51:51      0    100     64      0      0      0      0   1439    139 
 16:51:52      0     94     56      0      0      0      0   1336    168 
 16:51:53      0     93     59      0      0      0      0   1332    179 
 16:51:54      0     91     62      0      0      0      0   1535    168 
 16:51:55      0     97     59      0      0      0      0   1926    185 
 16:51:56      0     89     55      0      0      0      0   1884    208 
 16:51:57      0     94     64      0      0      0      0   2251    300 
 16:51:58      0     80     55      0      0      0      0   1631   2046 
 16:52:00      0     89     67      0      0      0      0   2594    667 
 16:52:01      0     90     63      0      0      0      0   2704    704 
 16:52:02      0     85     56      0      0      0      0   3156    250 
 16:52:03      0     96     62      0      0      0      0   1180    331 
 16:52:04      0     85     53      0      0      0      0    191      7 
 16:52:05      0     94     60      0      0      0      0   1844    964 
 16:52:06      0     89     62      0      0      0      0   2403    244 
 16:52:07      0     87     64      0      0      0      0   2528   1034 
 16:52:08      0     87     76      0      0      0      0   2159    925 
 16:52:09      0     94     65      0      0      0      0   2993   1130 
 16:52:10      0     75     52      0      0      0      0   3058   1121 
 16:52:11      0     88     75      0      0      0      0   3150   1210 
 16:52:12      0     88     78      0      0      0      0   3058   1738 
 16:52:13      0     99     76      0      0      0      0   2740    410 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:52:14      0     87     63      0      0      0      0   2549    948 
 16:52:15      0     87     74      0      0      0      0   1148   1027 
 16:52:16      0    100     80      0      0      0      0     15      3 
 16:52:18      0    100     71      0      0      0      0     17      4 
 16:52:19      0     87     77      0      0      0      0     17      4 
 16:52:20      0     87     75      0      0      0      0     16      4 
 16:52:21      0    100     76      0      0      0      0     14    125 
 16:52:22      0     54     41      0      0      0      0     13      3 
 16:52:23      0     55     56      0      0      0      0   2440    708 
 16:52:24      0     86     75      0      0      0      0    423    426 
 16:52:25      0     93     74      0      0      0      0     17      4 
 16:52:26      0    100     78      0      0      0      0     17      5 
 16:52:27      0    100     68      0      0      0      0     20      6 
 16:52:28      0    100     75      0      0      0      0    392      7 
 16:52:29      0    100     69      0      0      0      0    336     28 
 16:52:30      0    100     64      0      0      0      0   1119      5 
 16:52:31      0     98     59      0      0      0      0   1579     36 
 16:52:32      0    100     70      0      0      0      0   1310    920 
 16:52:33      0    100     62      0      0      0      0   1077    166 
 16:52:34      0     94     57      0      0      0      0   1111    185 
 16:52:36      0     94     61      0      0      0      0   1052    158 
 16:52:37      0    100     67      0      0      0      0   1131    172 
 16:52:38      0     95     57      0      0      0      0   1421    150 
 16:52:39      0     94     61      0      0      0      0   1358    172 
 16:52:40      0     98     68      0      0      0      0   1133    181 
 16:52:41      0     81     48      0      0      0      0    357      8 
 16:52:42      0     99     62      0      0      0      0   1942   1317 
 16:52:43      0     96     29      0      0      0      0   3084   1117 
 16:52:44      0     87     74      0      0      0      0   2898   1203 
 16:52:45      0    100     77      0      0      0      0    837    308 
 16:52:46      0     87     74      0      0      0      0     17      4 
 16:52:47      0    100     77      0      0      0      0     19      6 
 16:52:48      0    100     67      0      0      0      0     22      7 
 16:52:49      0     98     60      0      0      0      0    367      7 
 16:52:50      0    100     76      0      0      0      0   1097      1 
 16:52:51      0    100     68      0      0      0      0   1101    529 
 16:52:52      0     94     57      0      0      0      0   1383    710 
 16:52:54      0     93     59      0      0      0      0   1053    167 
 16:52:55      0    100     70      0      0      0      0   1375    143 
 16:52:56      0     93     57      0      0      0      0   1142    140 
 16:52:57      0     90     57      0      0      0      0   2076    296 
 16:52:58      0     81     55      0      0      0      0   1751    938 
 16:52:59      0     98     58      0      0      0      0   2681    338 
 16:53:00      0     85     52      0      0      0      0     22      7 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:53:01      0     99     60      0      0      0      0   1516    169 
 16:53:02      0     93     64      0      0      0      0   2217    171 
 16:53:03      0     80     58      0      0      0      0   2944    178 
 16:53:04      0     94     57      0      0      0      0   2923    516 
 16:53:05      0     93     65      0      0      0      0   1608   1829 
 16:53:06      0     84     57      0      0      0      0   3013    234 
 16:53:07      0     87     75      0      0      0      0   3145    640 
 16:53:08      0     84     61      0      0      0      0   2911    838 
 16:53:09      0     86     56      0      0      0      0   3250   1460 
 16:53:10      0     87     71      0      0      0      0   2347    782 
 16:53:12      0     98     76      0      0      0      0   1124    401 
 16:53:13      0    100     74      0      0      0      0      8    559 
 16:53:14      0     86     66      0      0      0      0     17      4 
 16:53:15      0    100     79      0      0      0      0     21     14 
 16:53:16      0    100     67      0      0      0      0     22      7 
 16:53:17      0     95     59      0      0      0      0    352     24 
 16:53:18      0    100     74      0      0      0      0    707     48 
 16:53:19      0     80     57      0      0      0      0    338      8 
 16:53:20      0      0      0      0      0      0      0      0      0 
 16:53:21      0      0      0      0      0      0      0      0      0 
 16:53:22      0      0      0      0      0      0      0      0      0 
 16:53:23      0      0      0      0      0      0      0      0      0 
 16:53:24      0      0      0      0      0      0      0      0      0 
 16:53:25      0      0      0      0      0      0      0      0      0 
 16:53:26      0      0      0      0      0      0      0      0      0 
 16:53:27      0      0      0      0      0      0      0      0      0 
 16:53:28      0      0      0      0      0      0      0      0      0 
 16:53:30      0      0      0      0      0      0      0      0      0 
 16:53:31      0      0      0      0      0      0      0      0      0 
 16:53:32      0      0      0      0      0      0      0      0      0 
 16:53:33      0      0      0      0      0      0      0      0      0 
 16:53:34      0      0      0      0      0      0      0      0      0 
 16:53:35      0      0      0      0      0      0      0      0      0 
 16:53:36      0      0      0      0      0      0      0      0      0 
 16:53:37      0      0      0      0      0      0      0      0      0 
 16:53:38      0      0      0
